@relation bookkeeper_Train_R3-weka.filters.unsupervised.attribute.Remove-R1-4-weka.filters.unsupervised.attribute.StringToNominal-R1

@attribute loc numeric
@attribute wmc numeric
@attribute assignmentsQty numeric
@attribute mathOperationsQty numeric
@attribute qtyTryCatch numeric
@attribute qtyReturn numeric
@attribute fanin numeric
@attribute fanout numeric
@attribute age numeric
@attribute nAuth numeric
@attribute nr numeric
@attribute nSmell numeric
@attribute buggy {false}

@data
3,1,0,0,0,0,0,1,4,1,3,0,false
5,3,0,0,0,3,2,2,196,1,2,1,false
18,3,4,1,1,0,1,0,4,3,13,4,false
3,1,0,0,0,0,0,0,196,1,5,0,false
4,1,0,1,0,0,1,0,229,1,1,0,false
3,1,0,0,0,1,0,1,196,1,2,1,false
5,2,0,0,0,0,1,0,196,3,33,0,false
15,3,3,3,1,2,0,2,0,1,1,1,false
3,1,0,0,0,1,2,0,4,2,3,0,false
8,2,2,0,0,1,1,0,196,1,2,0,false
3,1,0,0,0,1,1,0,196,1,2,0,false
3,1,0,0,0,1,0,2,196,1,2,0,false
3,1,0,0,0,0,0,1,4,2,3,0,false
19,5,5,2,0,1,0,1,196,1,5,2,false
3,1,0,0,0,0,2,2,4,2,11,0,false
3,1,0,0,0,1,1,2,196,1,7,0,false
3,1,0,0,0,1,0,1,196,1,2,0,false
3,1,1,0,0,0,1,0,4,2,3,0,false
7,1,2,0,0,0,2,4,268,2,9,3,false
1,1,0,0,0,0,0,0,4,1,1,0,false
3,1,0,1,0,1,0,0,4,3,8,0,false
33,9,4,3,1,3,0,3,196,2,6,2,false
3,1,0,0,0,1,0,0,196,1,5,0,false
3,1,0,0,0,0,0,1,196,1,5,0,false
8,2,2,0,0,1,2,0,196,1,2,0,false
13,3,4,0,0,0,1,1,4,2,5,0,false
6,1,1,0,0,0,0,3,196,3,33,0,false
3,1,0,0,0,0,0,8,4,1,3,0,false
7,1,0,0,0,1,0,2,0,1,1,1,false
3,1,0,0,0,0,0,0,196,1,7,0,false
17,4,2,4,1,0,0,3,204,2,2,1,false
3,1,0,0,0,1,1,0,196,1,5,0,false
5,2,0,1,0,0,0,0,196,1,4,0,false
9,2,1,0,0,2,0,2,196,1,2,0,false
3,1,0,0,0,1,10,0,4,2,2,0,false
3,1,0,0,0,1,1,0,226,1,1,0,false
1,1,0,0,0,0,2,0,0,3,6,0,false
19,5,2,0,1,1,2,2,0,2,3,1,false
49,8,11,1,2,4,0,5,196,1,4,3,false
8,2,0,2,0,2,4,0,4,2,3,0,false
23,10,7,0,0,5,1,0,196,3,11,2,false
7,2,1,0,0,1,0,1,196,1,2,0,false
4,2,0,0,0,2,2,0,196,1,2,0,false
3,1,0,0,0,1,1,1,196,1,2,0,false
1,1,0,0,0,0,2,0,196,1,7,0,false
8,2,1,0,0,1,0,2,196,3,14,0,false
3,1,0,0,0,1,0,1,196,1,2,0,false
8,2,2,0,0,1,2,0,196,1,2,0,false
3,1,0,0,0,1,4,0,196,1,2,0,false
1,1,0,0,0,0,2,0,4,1,1,0,false
3,1,0,0,0,1,0,1,196,1,2,1,false
8,2,2,0,0,1,3,1,4,2,3,0,false
3,1,0,0,0,1,1,0,0,2,2,0,false
10,3,3,0,0,1,1,5,196,1,2,2,false
8,2,2,0,0,1,2,0,196,1,2,0,false
3,1,0,0,0,1,6,0,196,1,2,0,false
3,1,0,0,0,1,0,1,0,1,1,0,false
3,1,0,0,0,1,5,0,196,1,2,0,false
16,2,2,1,2,0,1,0,196,3,20,2,false
11,3,4,0,0,2,2,1,225,2,9,0,false
5,1,2,0,0,1,0,0,196,1,2,0,false
13,3,0,0,0,0,1,1,4,2,8,0,false
9,2,1,0,0,2,0,2,196,1,2,0,false
3,1,0,0,0,0,1,1,4,2,3,0,false
3,1,0,1,0,1,4,0,196,1,4,0,false
1,1,0,0,0,0,1,0,196,1,7,0,false
18,2,6,2,0,0,0,6,196,3,33,4,false
3,1,0,0,0,0,0,24,4,1,3,0,false
3,1,0,0,0,1,1,0,0,1,1,0,false
3,1,0,0,0,0,0,0,196,1,1,0,false
4,1,0,0,0,0,1,0,196,2,9,0,false
3,1,0,0,0,1,5,0,196,1,2,0,false
9,3,4,3,0,1,0,0,90,1,1,2,false
8,1,1,0,0,0,0,2,4,2,11,0,false
14,3,1,1,0,0,1,2,196,3,14,2,false
6,1,3,0,0,0,0,0,196,1,5,3,false
19,3,3,3,0,0,0,3,4,1,3,2,false
3,1,0,0,0,1,0,0,196,1,2,0,false
7,2,1,0,0,1,0,1,0,1,1,0,false
40,9,12,7,1,1,1,10,4,2,4,8,false
3,1,1,0,0,0,1,0,196,2,4,0,false
13,2,2,1,0,0,0,2,196,2,19,4,false
33,7,6,1,1,2,1,1,4,3,10,4,false
3,1,0,0,0,1,0,0,196,1,11,0,false
3,1,0,0,0,1,1,0,196,1,3,0,false
38,7,2,3,2,1,2,2,196,3,20,3,false
13,3,4,3,0,1,0,4,84,3,6,0,false
3,1,0,0,0,1,14,0,226,1,1,0,false
3,1,0,0,0,1,0,1,196,1,6,0,false
5,1,0,0,0,1,1,1,196,2,4,0,false
4,1,0,0,0,1,0,0,225,2,9,0,false
8,2,1,1,0,1,0,1,84,1,1,0,false
14,3,2,1,0,2,0,3,196,1,5,1,false
3,1,0,0,0,1,0,0,225,2,9,0,false
4,1,0,0,0,1,0,1,196,1,4,0,false
40,7,13,8,1,1,1,2,4,2,8,9,false
3,1,0,0,0,1,0,1,196,1,2,1,false
14,4,1,0,1,2,3,3,4,2,6,0,false
34,3,5,1,1,2,0,3,4,3,8,0,false
17,3,2,7,0,0,1,3,4,2,5,2,false
3,1,0,0,0,1,0,2,196,1,2,1,false
4,1,0,0,0,0,0,0,84,1,1,0,false
3,1,0,0,0,1,4,0,196,1,2,0,false
11,5,0,0,1,0,5,0,196,1,8,0,false
15,2,0,1,0,1,2,4,196,1,7,0,false
3,1,0,0,0,1,1,0,4,3,7,1,false
3,1,0,0,0,1,5,0,196,1,2,0,false
29,1,0,0,0,0,1,1,40,2,5,5,false
6,2,1,0,0,0,0,0,4,1,3,1,false
3,1,0,0,0,1,0,0,56,2,3,0,false
13,1,1,0,0,0,4,2,196,2,9,0,false
3,1,0,0,0,1,0,1,196,1,2,1,false
3,1,0,0,0,0,0,2,196,1,5,0,false
3,1,0,0,0,1,1,0,196,1,2,0,false
6,1,1,0,0,1,0,0,4,3,8,1,false
8,2,1,0,0,1,0,2,196,3,14,0,false
5,1,2,0,0,1,4,0,196,1,2,0,false
12,3,0,0,0,0,1,3,4,2,8,0,false
3,1,0,0,0,1,5,0,196,1,2,0,false
4,1,1,0,0,0,0,1,196,1,9,0,false
9,2,1,0,0,2,0,2,196,1,2,0,false
3,1,0,0,0,0,0,1,196,1,4,0,false
2,1,0,0,0,0,2,0,196,1,2,0,false
16,1,0,0,0,0,0,4,4,2,11,1,false
4,1,1,1,0,0,1,0,4,3,10,0,false
3,1,0,0,0,1,0,1,196,1,2,0,false
4,1,0,0,0,0,2,1,4,2,3,1,false
3,1,0,1,0,1,0,1,196,1,5,0,false
3,1,0,1,0,1,0,1,196,2,14,0,false
1,1,0,0,0,0,0,0,4,1,1,0,false
3,2,0,1,0,0,0,2,196,1,6,0,false
